video_id, duration_minutes, caption, definition, made_for_kids, q_subscribers, channel_antiquity
5NNO5Kb-PZo,11,True,hd,False,13700000,4736
WY1ptfuqWa8,32,True,hd,False,2010000,2434
muEW5EwHl08,3,True,hd,False,3910000,5632
MylGm1adUzo,10,True,hd,False,1160000,3330
JJ9qodnOS2M,2,True,hd,False,4760000,5474
xNqVgmijpZI,0,True,hd,False,1000000,2407
ANdAEztmFiA,1,True,hd,False,2020000,775
9ZgMQJ29utA,22,True,hd,False,1440000,2040
AtOijk1pNvM,3,True,hd,False,817000,4506
FGTRPM2qmR8,16,True,hd,False,1090000,2965
jmFd8oF_ipc,6,True,hd,False,225000,243
TqSEETs-gyc,4,True,hd,False,67100,1860
hDp81pUthuo,3,True,hd,False,63200,1270
2qnLZ1azPTo,18,True,hd,False,874000,4638
De0kdCvJ2aA,3,True,hd,False,728000,2763
zU6YfDu2EIs,42,True,hd,False,1450000,667
bHmH2rPZKS0,2,True,hd,False,55400,2915
3olsPmfbkVU,8,True,hd,False,26000000,2970
oNu3fYMu28M,4,True,hd,False,4260000,4169
Chpu86FoLUc,1,True,hd,False,354000,1526
q4vdACLx-hQ,31,True,hd,False,1120000,700
gdZLi9oWNZg,3,True,hd,False,51700000,4661
u0LaoQks5mY,3,True,hd,False,1890000,2801
53PcrhnHuwQ,10,True,hd,False,15600000,2766
j578HetKqtQ,0,True,hd,False,78800,4960
MYvFYES1wew,1,True,hd,False,723000,1183
MyG7b30qaRY,2,True,hd,False,4160000,1887
m1kfCGjOaSw,2,True,hd,False,15000000,5285
4OtIUIjx0s4,3,True,hd,False,5130000,847
bTOoY5MIkvM,5,True,hd,False,1370000,4319
24u3NoPvgMw,3,True,hd,False,10700,917
Dz8w_Hnjmdg,13,True,hd,False,9520000,2493
y4SQtg0G-2Y,10,True,hd,False,15200000,336
KUDbj0oeAj0,4,True,hd,False,580000,5611
1FvEDuWeB4A,3,True,hd,False,971000,1666
x65TDamuSHU,5,True,hd,False,3340000,1919
2xPKE0koJtc,0,True,hd,False,78800,4960
B14KGvONHT0,3,True,hd,False,4580000,5200
JijFLcbIqMs,19,True,hd,False,2540000,4117
ZnCLJXclfn0,4,True,hd,False,185000,2279
VVIQOtdZSlY,12,True,hd,False,997000,2673
YrlByJi9uKc,3,True,hd,False,5130000,847
JUw1Y7RBCzM,3,True,hd,False,2500000,5177
Cj6AUuRs1A4,1,True,hd,False,13000000,5562
NgovswOAZKU,9,True,hd,False,1180000,1944
Y4nEquUuKz0,0,True,hd,False,1520000,2426
SaOCldiwD3E,3,True,hd,False,7240000,3019
GEAy7eXb2lo,3,True,hd,False,713000,1960
ZooxleIOufM,3,True,hd,False,5980000,1991
0BOjLXVdWsA,9,True,hd,False,16100000,5587
BNgT_WWmS44,3,True,hd,False,3140000,4319
oxoWhyS9buA,0,True,hd,False,51700000,4661
kQboNb4KcZk,22,True,hd,False,1980000,1665
k_WvAH3AE1w,4,True,hd,False,14300000,3555
XUmjYkODF3Y,29,True,hd,False,3940000,2736
e1tOrEewEwk,5,True,hd,False,2870000,5606
1aSS1HwnwF0,19,True,hd,False,4250000,3800
Jmic5lwEQgk,3,True,hd,False,308000,641
NuExff4-ty4,15,True,hd,False,6510000,2543
jAQ6451SE8A,8,True,hd,False,9280000,1934
MqePxS6iyvA,8,True,hd,False,55400000,4375
1rjqHF4wclg,1,True,sd,False,490000,259
lkBI8fNStMM,9,True,hd,False,4120000,2729
qO9CUxFUCqE,16,True,hd,False,9260000,4769
Ga6Mrw6TCmw,19,True,hd,False,334000,1466
b1reY72ktEc,24,True,hd,False,4490000,5246
StxW3LwqIFo,9,True,hd,False,1190000,1859
ijHXi6jP4rI,9,True,hd,False,0,0
JM1U-Whb-P0,1,True,hd,False,4190000,5353
h4UxsvPiO0I,16,True,hd,False,8520000,5335
JdAvZxJd4yE,2,True,hd,False,2220000,270
hBwgvoCFqZk,2,True,hd,False,728000,2763
cimnKDoCViY,2,True,hd,False,36700,4594
eu9A-OxlSjs,3,True,hd,False,817000,4506
gHPubcpGkrk,9,True,hd,False,16100000,5587
wheQWur9ZVM,3,True,hd,False,946000,4471
Cqbleas1mmo,21,True,hd,False,4490000,5246
Mw8E1Fwf5_I,1,True,hd,False,231000,5320
IGTLRMFrCco,13,True,hd,False,7360000,5507
KilybZma5vY,4,True,hd,False,32600000,1811
z_LdKL0drkA,13,True,hd,False,5950000,4130
NY3Zg37nIHo,0,True,hd,False,10400000,2978
kYy-qJHLD4Q,4,True,hd,False,2560000,2270
ZseB7byPdi0,9,True,hd,False,7370000,2589
wd4e9qX-ZZs,2,True,hd,False,67800,2303
700rLysz88s,2,True,hd,False,7230000,5517
POMaMQ8wgyk,1,True,hd,False,3810000,5297
kOf-mr8GNIc,10,True,hd,False,229000,256
eS4QgTifeFY,18,True,hd,False,25700000,1925
Xn3sK4WiviA,2,True,hd,False,538000,3119
u-ro5IV_gsc,39,True,hd,False,3270000,3204
EK8jXqZVfXo,7,True,hd,False,7730000,5608
pPajUA64b0o,0,True,hd,False,3810000,5297
k4m394M7ZGY,14,True,hd,False,2530000,2070
1niAIYz6JZg,12,True,hd,False,2940000,4368
OrMit-U7cxA,2,True,hd,False,73000,2546
bmnSitmxk8c,1,True,hd,False,6710000,3731
-PmkvlDk-yI,16,True,hd,False,5380000,2475
ffSQl9GE-9w,1,True,hd,False,440000,1681
fRcPn3mJSyY,31,True,hd,False,7520000,1021
IY2qgeqLOvo,6,True,hd,False,978000,1778
FTKP0Y9MVus,7,True,hd,False,2140000,4921
XB6k7PC-CWM,5,True,hd,False,392000,3324
JIqNeCbxICU,12,True,hd,False,1090000,2100
jTMJK7wb0rM,0,True,hd,False,5480000,4605
BRhthZu0L94,1,True,hd,False,3810000,5297
PRU3qndohWI,11,True,hd,False,9710000,2577
3_SUVj_QshU,6,True,hd,False,965000,2434
wTowEKjDGkU,4,True,hd,False,20000000,4792
jn5M48MVWyg,15,True,hd,False,8450000,3884
igT8XYYhkmo,6,True,hd,False,3030000,3832
nPiebsSuKCI,11,True,hd,False,229000,256
kMXXL5fZTEY,26,True,hd,False,107000,5648
t02bgEJSFG4,12,True,hd,False,701000,2198
aBsvtyygr0g,20,True,hd,False,9950000,1730
UUOGVgComrU,4,True,hd,False,51700000,4661
RHPRUe-aZHA,6,True,hd,False,2260000,602
uJz3d7zusqk,16,True,hd,False,7160000,5583
zid3RxWQbVg,6,True,hd,False,1760000,1291
bGhtSsYl_Jo,4,True,hd,False,518000,2770
SD0-owuwDpE,3,True,hd,False,4500000,785
5K5bzrNCLvI,2,True,hd,False,196000,2690
7vR2lPExR00,2,True,hd,False,5150000,1817
DHFvf1YKfNM,17,True,hd,False,787000,2973
Dn4WxSPmTeU,22,True,hd,False,8300000,3089
xTdlzAz_ekw,13,True,hd,False,8740,460
b-0BSwQg540,19,True,hd,False,57200,4437
LQLlMi6Wns8,14,True,hd,False,1050000,1236
sE59kPlblPI,4,True,hd,False,4510000,5377
z2DAfhsg0I8,6,True,hd,False,3130000,3515
rZUTFDjDZSQ,2,True,hd,False,1050000,5323
sa5rGfFWhN8,18,True,hd,False,850000,3233
MZ4JGye4dQU,3,True,hd,False,1020000,1119
0w4Nts7YpHo,10,True,hd,False,531000,3444
7eQG8mRlYHM,9,True,hd,False,6630000,3151
IFYqqgWNT-Q,20,True,hd,False,1980000,1665
MlG8nBGs3z8,2,True,hd,False,117000,2361
Vxo8S4kt5Ts,9,True,hd,False,1580000,1392
4y0hNMccOEM,7,True,hd,False,7730000,5608
mAic0BRNz-U,1,True,hd,False,107000,5648
toY8nBdJOg8,5,True,hd,False,74300000,5051
gWVn4jp6Mgo,30,True,hd,False,2280000,3135
NvYRj8cPwXk,15,True,hd,False,219000,1006
mkF7Ep6gygQ,15,True,hd,False,13800000,4642
MRvHI8tgx8A,4,True,hd,False,266000,1539
CsRKOZAu1lc,0,True,hd,False,169000,2649
rhAhi9PKKwY,10,True,hd,False,1120000,1650
aj3SlTgDrdY,1,True,hd,False,805000,5285
YuCqyvBlcK8,17,True,hd,False,20200000,3499
JXyIE7x78Tc,27,True,hd,False,3590000,5476
A5tdgQAZuVY,4,True,hd,False,225000,3375
OcXbdD_KyDo,5,True,hd,False,1550000,2381
y8XvQNt26KI,7,True,hd,False,14200000,2800
UYEyhB0AGlw,20,True,hd,False,9540000,5453
XD6zGTNTy0Q,12,True,hd,False,2750000,215
uUaPFMqwfAk,13,True,hd,False,8750000,3385
qfAx5Rz3wF8,14,True,hd,False,867000,976
B_Z4_wEs3q0,8,True,hd,False,3200000,1501
5EmogAQjN0w,19,True,hd,False,2050000,2253
ymjtB5BrEoM,1,True,hd,False,1450000,5353
RS7O1Rar1E8,15,True,hd,False,1550000,2327
HaeWIOYSxn4,10,True,hd,False,1380000,4784
qlDW7UPkon4,8,True,hd,False,3960000,1280
CXEDkqVCRvI,9,True,hd,False,306000,1471
GTwCNXEELOM,0,True,hd,False,17500000,5215
BLXyRlsjQBU,12,True,hd,False,4450000,5356
Fo0Ky9tiUUg,15,True,hd,False,5490000,3269
JrOvJ3229gw,0,True,hd,False,1460000,718
Xmd7yQvEqPg,5,True,hd,False,399000,1322
F63Sldex_8I,7,True,hd,False,3320000,3045
8eNcqqvVyxI,5,True,hd,False,639000,452
q3eFt05hJ_8,3,True,hd,False,9350000,5355
TTK_h-RTP-w,10,True,hd,False,929000,1013
WS18WGCUSng,1,True,hd,False,2020000,775
wwQGcrieqNU,8,True,hd,False,25100000,5589
BXe19AboYL4,10,True,hd,False,1450000,1955
aoki_izFGOg,13,True,hd,False,1470000,3435
baJL6bXVJfE,3,True,hd,False,1380000,4784
ZU0TbWuIBIQ,9,True,hd,False,3750000,3586
ytN366VCGls,10,True,hd,False,2360000,2516
5NNO5Kb-PZo,11,True,hd,False,13700000,4736
WY1ptfuqWa8,32,True,hd,False,2010000,2434
muEW5EwHl08,3,True,hd,False,3910000,5632
MylGm1adUzo,10,True,hd,False,1160000,3330
G1mPnQM5hQ0,16,True,hd,False,25700000,1926
sekgz68Lewo,1,True,hd,False,4210,345
zsBRGCabaog,1,True,hd,False,6850000,5531
bXqZllqGWGQ,18,True,hd,False,9250000,4637
sEbe6GEJxEs,11,True,hd,False,861000,854
8LqIYvy5jhs,2,True,hd,False,197000,1251
G1mPnQM5hQ0,16,True,hd,False,25700000,1926
sekgz68Lewo,1,True,hd,False,4210,345
zsBRGCabaog,1,True,hd,False,6850000,5531
bXqZllqGWGQ,18,True,hd,False,9250000,4637
sEbe6GEJxEs,11,True,hd,False,861000,854
8LqIYvy5jhs,2,True,hd,False,197000,1251
RfZVnGZVV4s,3,True,hd,False,0,963
56bUgtG8Gzg,10,True,hd,False,15200000,337
WABPVf_0y-E,15,True,hd,False,978000,1779
lMC6_j37TLE,3,True,hd,False,4500000,786
RftAgxejgg4,3,True,hd,False,407000,644
GfsLT7W80AE,4,True,hd,False,672000,2743
9ccS1diuNhc,10,True,hd,False,1390000,2277
LT3EWCbh4Oo,3,True,hd,False,1270000,4580
q2AyUQkTakU,15,True,hd,False,119000,2109
-b77ys1WLtU,11,True,hd,False,127000,1571
qEZp8qLp6PY,0,True,hd,False,1340000,5013
1hpuFeNpLpI,3,True,hd,False,19100000,5368
tlaJcXTEFWs,6,True,hd,False,6010000,4802
fw4R3BLMc3U,7,True,hd,False,7730000,5609
ympxn9Meq9E,9,True,hd,False,16200000,5588
DDJVz6tsRcw,12,True,hd,True,12200000,2229
s1ax8Tx_Jz0,19,True,hd,False,54800000,3306
9g9j2s13I2s,3,True,hd,False,9960000,782
6gsCtpXOiBs,14,True,hd,False,7680000,2470
j0QDsgl_eT4,2,True,hd,False,2430,247
iYKXdt0LRs8,3,True,hd,False,1980000,3098
6jKjB0XT-oE,4,True,hd,False,1390000,680
fzSNu5-47oE,9,True,hd,False,5510000,4548
37XLHvZgU4Q,15,True,hd,False,593000,948
l_uC-_24jR8,11,True,hd,False,509000,3119
SWc-_NYzi6o,2,True,hd,False,1000000,5566
yrYu4kaLPTU,5,True,hd,False,9450000,5587
RfZVnGZVV4s,3,True,hd,False,0,963
6g0P65dhYsY,3,True,hd,False,2720000,1898
NndghRxT6E8,0,True,hd,False,773000,5333
GVpEfA1-p9s,13,True,hd,False,172000,2413
EOm0896a68Y,3,True,hd,False,104000,2444
utEEXr5eURs,3,True,hd,False,74300000,5052
56bUgtG8Gzg,10,True,hd,False,15200000,337
GfsLT7W80AE,4,True,hd,False,672000,2743
kaV4t97qZb8,10,True,hd,False,2790000,2691
aoobb42DHvk,9,True,hd,False,20100000,5028
WABPVf_0y-E,15,True,hd,False,978000,1779
9ccS1diuNhc,10,True,hd,False,1390000,2277
_BMsaSn5B58,25,True,hd,False,443000,3352
q2AyUQkTakU,15,True,hd,False,119000,2109
-b77ys1WLtU,11,True,hd,False,127000,1571
_x1svKamqbI,24,True,hd,False,57200,4438
sMpLav04Ha0,2,True,hd,False,1470000,719
g0P4j0l__rA,3,True,hd,False,24800,324
qEZp8qLp6PY,0,True,hd,False,1340000,5013
1hpuFeNpLpI,3,True,hd,False,19100000,5368
tlaJcXTEFWs,6,True,hd,False,6010000,4802
fw4R3BLMc3U,7,True,hd,False,7730000,5609
ympxn9Meq9E,9,True,hd,False,16200000,5588
aOijmBFnXYs,4,True,hd,False,2900000,1142
saMLAFOuGjA,13,True,hd,False,19600000,2772
NLOp_6uPccQ,2,True,hd,False,9570000,5258
s7Rne3KEms8,6,True,hd,False,4650000,1655
dGCSeyKL5dE,0,True,hd,False,58100000,1715
z6512XKKNkU,0,True,hd,False,0,0
2EVFYstVuVk,4,True,hd,False,3490000,3491
sMHDkx0hUG4,9,True,hd,False,784000,3319
XW2E2Fnh52w,2,True,hd,False,9570000,5258
QZ2F3ZP1sxg,3,True,hd,False,1740000,1254
fYVouIyOXC0,17,True,hd,False,20200000,3500
C9I-W1eTCbk,1,True,hd,False,1600000,5481
MGthLOcmZH0,4,True,hd,False,1760000,5117
B0BWxxwA__s,10,True,hd,False,216000,1608
VImYeXnr13Q,1,True,hd,False,9570000,5258
mKPKlNZe7hU,9,True,hd,False,1650000,4856
K7LY9Ta0eiY,3,True,hd,False,1620000,1780
u_CekGA9CA0,8,True,hd,False,1560000,1016
neRurV1n_J8,1,True,hd,False,358000,1240
BGqZMIgeyKQ,17,True,hd,False,3010000,2982
Jb8X_Nw3S3s,18,True,hd,False,131000,1851
DDJVz6tsRcw,12,True,hd,True,12200000,2229
zS33yflGE_k,13,True,hd,False,216000,1608
drEzDIiESZg,4,True,hd,False,1760000,5117
E9-vpNHz_W0,5,True,hd,False,917000,4510
oNCkWW6i3Ww,9,True,hd,False,16200000,5588
-risbrFHbBU,8,True,hd,False,536000,2994
zy6gSAQxoBM,6,True,hd,False,2890000,3441
am1ILCU6KCI,2,True,hd,False,27500,4516
GyCagepF_T4,11,True,hd,False,643000,4085
F725ZHDAfQo,9,True,hd,False,942000,1869
hSeBV1yFsSE,9,True,hd,False,3600000,1384
CeSaCP9g1y0,6,True,hd,False,98900,1482
s1ax8Tx_Jz0,19,True,hd,False,54800000,3306
TxymCFJWAl8,4,True,hd,False,5390000,1932
dlduZtBGecQ,4,True,hd,False,435000,538
fgk2KxK4iAo,3,True,hd,False,414000,2634
a-27udNAzaY,3,True,hd,False,974000,1926
9g9j2s13I2s,3,True,hd,False,9960000,782
IhVf_3TeTQE,4,True,hd,False,3490000,3491
6gsCtpXOiBs,14,True,hd,False,7680000,2470
sUQYaF4yH0Y,20,True,hd,False,1040000,3428
PEl4ev-fe_s,7,True,hd,False,514000,3449
f-DKXTC_6K8,17,True,hd,False,1770000,1964
fzSNu5-47oE,9,True,hd,False,5510000,4548
37XLHvZgU4Q,15,True,hd,False,593000,948
l_uC-_24jR8,11,True,hd,False,509000,3119
SWc-_NYzi6o,2,True,hd,False,1000000,5566
RfZVnGZVV4s,3,True,hd,False,0,963
GVpEfA1-p9s,13,True,hd,False,172000,2413
6g0P65dhYsY,3,True,hd,False,2720000,1898
yrYu4kaLPTU,5,True,hd,False,9450000,5587
EOm0896a68Y,3,True,hd,False,104000,2444
NndghRxT6E8,0,True,hd,False,773000,5333
RftAgxejgg4,3,True,hd,False,407000,644
GfsLT7W80AE,4,True,hd,False,672000,2743
56bUgtG8Gzg,10,True,hd,False,15200000,337
utEEXr5eURs,3,True,hd,False,74300000,5052
zPcWv8xqgEA,11,True,hd,False,549000,2763
9ccS1diuNhc,10,True,hd,False,1390000,2277
kaV4t97qZb8,10,True,hd,False,2790000,2691
Ut4atfudXr8,3,True,hd,False,1560000,4164
q2AyUQkTakU,15,True,hd,False,119000,2109
WABPVf_0y-E,15,True,hd,False,978000,1779
nqDhZT67500,3,True,hd,False,3920000,4320
_BMsaSn5B58,25,True,hd,False,443000,3352
LT3EWCbh4Oo,3,True,hd,False,1270000,4580
lMC6_j37TLE,3,True,hd,False,4500000,786
GriVUALC6Wg,25,True,hd,False,9900000,2567
7wpxSKrd77Y,0,True,hd,False,169000,2650
aoobb42DHvk,9,True,hd,False,20100000,5028
tVjsZzym91A,12,True,hd,False,255000,2987
Rc5FxAGX6nk,3,True,hd,False,4960000,2935
SEp7gnM0Ms8,3,True,hd,False,1400000,3152
oH9gM9_85oU,2,True,hd,False,1390000,680
-b77ys1WLtU,11,True,hd,False,127000,1571
aP1DPbBGxRE,21,True,hd,False,1980000,1666
g_W0-XVovr4,3,True,hd,False,207000,3550
sMpLav04Ha0,2,True,hd,False,1470000,719
g0P4j0l__rA,3,True,hd,False,24800,324
qEZp8qLp6PY,0,True,hd,False,1340000,5013
tlaJcXTEFWs,6,True,hd,False,6010000,4802
1hpuFeNpLpI,3,True,hd,False,19100000,5368
_x1svKamqbI,24,True,hd,False,57200,4438
fw4R3BLMc3U,7,True,hd,False,7730000,5609
n4fXmZTVdZg,28,True,hd,False,55400000,4376
n7CuyHF_0rY,0,True,hd,False,939000,5590
BV2FdDmGiW0,3,True,hd,False,51800000,4662
zyrJ0j7x9-4,32,True,hd,False,3320000,2831
qU10OJTpCLk,4,True,hd,False,3890000,3656
saMLAFOuGjA,13,True,hd,False,19600000,2772
9vrqeH9StTA,18,True,hd,False,4760000,5475
aOijmBFnXYs,4,True,hd,False,2900000,1142
vRFS0MYTC1I,6,True,hd,False,13100000,4207
SKQ5r3AoXKs,2,True,hd,False,8110000,1135
s7Rne3KEms8,6,True,hd,False,4650000,1655
oy_WmK07Ez0,20,True,hd,False,2890000,3441
7Q9LYzEUECc,6,True,hd,False,2230000,271
FoSe_KAQEr8,0,True,hd,False,4160000,2850
NLOp_6uPccQ,2,True,hd,False,9570000,5258
cUUtHs-V1Uw,13,True,hd,False,485000,1750
m3Y8e1d170Q,1,True,hd,False,20000000,4793
bOb5PN7S9qw,7,True,hd,False,7730000,5609
EH1d49ETtE4,35,True,hd,False,402000,739
FvmrJbKbVWQ,5,True,hd,False,817000,4507
WbPLjRwh-JM,11,True,hd,False,668000,2476
dGCSeyKL5dE,0,True,hd,False,58100000,1715
HFOK-RHimkw,15,True,hd,False,11500000,2440
ApdKsliUHLk,7,True,hd,False,8610000,3936
5hzU10CbWy8,11,True,hd,False,15200000,337
fk6N4G_gISk,1,True,hd,False,26100,2070
2niuD73hIpM,25,True,hd,False,1980000,1666
2EVFYstVuVk,4,True,hd,False,3490000,3491
z6512XKKNkU,4,True,hd,False,0,0
sMHDkx0hUG4,9,True,hd,False,784000,3319
n50qwytMPlQ,9,True,hd,False,16200000,5588
d5LuJDEjT2U,9,True,hd,False,0,0
QZ2F3ZP1sxg,3,True,hd,False,1740000,1254
XW2E2Fnh52w,2,True,hd,False,9570000,5258
uU8Kqe-RoVE,0,True,hd,False,482000,5249
fYVouIyOXC0,17,True,hd,False,20200000,3500
ONWVVDKK3H8,52,True,hd,False,6960000,5286
MS82JAkBkDY,3,True,hd,False,63600,1436
Dc8XsWQMcs8,2,True,hd,False,743000,5376
rnr4T-pB-vg,0,True,hd,False,1580000,5481
C24hUt18RWY,16,True,hd,False,5500000,4815
QDv9Fy5XAxY,10,True,hd,False,830000,1619
yuaWSj58bQ8,11,True,hd,False,3830000,3071
mKPKlNZe7hU,9,True,hd,False,1650000,4856
MGthLOcmZH0,4,True,hd,False,1760000,5117
smFvR_-8xh0,10,True,hd,False,1380000,4785
bL4F4hxqXu0,10,True,hd,False,539000,3529
_ZF3LJ-D4b4,11,True,hd,False,980000,4506
T3qrj4B08sc,0,True,hd,False,245000,2174
BGqZMIgeyKQ,17,True,hd,False,3010000,2982
neRurV1n_J8,1,True,hd,False,358000,1240
u_CekGA9CA0,8,True,hd,False,1560000,1016
zS33yflGE_k,13,True,hd,False,216000,1608
Jb8X_Nw3S3s,18,True,hd,False,131000,1851
oNCkWW6i3Ww,9,True,hd,False,16200000,5588
DDJVz6tsRcw,12,True,hd,True,12200000,2229
drEzDIiESZg,4,True,hd,False,1760000,5117
GyCagepF_T4,11,True,hd,False,643000,4085
zy6gSAQxoBM,6,True,hd,False,2890000,3441
E9-vpNHz_W0,5,True,hd,False,917000,4510
KNyuYlj_1yw,13,True,hd,False,3830000,3881
F725ZHDAfQo,9,True,hd,False,942000,1869
am1ILCU6KCI,2,True,hd,False,27500,4516
-risbrFHbBU,8,True,hd,False,536000,2994
8g6PNH3YGGE,14,True,hd,False,612000,4808
a-27udNAzaY,3,True,hd,False,974000,1926
hSeBV1yFsSE,9,True,hd,False,3600000,1384
UPW-k692nCM,6,True,hd,False,745000,4992
s1ax8Tx_Jz0,19,True,hd,False,54800000,3306
dlduZtBGecQ,4,True,hd,False,435000,538
sUQYaF4yH0Y,20,True,hd,False,1040000,3428
9g9j2s13I2s,3,True,hd,False,9960000,782
CeSaCP9g1y0,6,True,hd,False,98900,1482
j0QDsgl_eT4,2,True,hd,False,2430,247
fgk2KxK4iAo,3,True,hd,False,414000,2634
6gsCtpXOiBs,14,True,hd,False,7680000,2470
1tOpqS8JNgY,2,True,hd,False,835000,1140
LfUKa2d7rV0,6,True,hd,False,1560000,1016
1TDIAObsqcs,4,True,hd,False,3630000,5411
PEl4ev-fe_s,7,True,hd,False,514000,3449
kSCiWmlxExo,5,True,hd,True,1120000,5509
f-DKXTC_6K8,17,True,hd,False,1770000,1964
0O7nC60mHas,6,True,hd,False,2030000,869
iYKXdt0LRs8,3,True,hd,False,1980000,3098
IhVf_3TeTQE,4,True,hd,False,3490000,3491
seHKtHmCo3w,1,True,hd,False,1410000,1016
TxymCFJWAl8,4,True,hd,False,5390000,1932
6jKjB0XT-oE,4,True,hd,False,1390000,680
fzSNu5-47oE,9,True,hd,False,5510000,4548
37XLHvZgU4Q,15,True,hd,False,593000,948
RfZVnGZVV4s,3,True,hd,False,0,963
l_uC-_24jR8,11,True,hd,False,509000,3119
SWc-_NYzi6o,2,True,hd,False,1000000,5566
GVpEfA1-p9s,13,True,hd,False,172000,2413
6g0P65dhYsY,3,True,hd,False,2720000,1898
RftAgxejgg4,3,True,hd,False,407000,644
GfsLT7W80AE,4,True,hd,False,672000,2743
EOm0896a68Y,3,True,hd,False,104000,2444
NndghRxT6E8,0,True,hd,False,773000,5333
56bUgtG8Gzg,10,True,hd,False,15200000,337
9ccS1diuNhc,10,True,hd,False,1390000,2277
zPcWv8xqgEA,11,True,hd,False,549000,2763
utEEXr5eURs,3,True,hd,False,74300000,5052
q2AyUQkTakU,15,True,hd,False,119000,2109
kaV4t97qZb8,10,True,hd,False,2790000,2691
Ut4atfudXr8,3,True,hd,False,1560000,4164
nqDhZT67500,3,True,hd,False,3920000,4320
yrYu4kaLPTU,5,True,hd,False,9450000,5587
WABPVf_0y-E,15,True,hd,False,978000,1779
LT3EWCbh4Oo,3,True,hd,False,1270000,4580
lMC6_j37TLE,3,True,hd,False,4500000,786
GriVUALC6Wg,25,True,hd,False,9900000,2567
_BMsaSn5B58,25,True,hd,False,443000,3352
7wpxSKrd77Y,0,True,hd,False,169000,2650
aoobb42DHvk,9,True,hd,False,20100000,5028
Rc5FxAGX6nk,3,True,hd,False,4960000,2935
tVjsZzym91A,12,True,hd,False,255000,2987
SEp7gnM0Ms8,3,True,hd,False,1400000,3152
g_W0-XVovr4,3,True,hd,False,207000,3550
oH9gM9_85oU,2,True,hd,False,1390000,680
-b77ys1WLtU,11,True,hd,False,127000,1571
aP1DPbBGxRE,21,True,hd,False,1980000,1666
1hpuFeNpLpI,3,True,hd,False,19100000,5368
qEZp8qLp6PY,0,True,hd,False,1340000,5013
sMpLav04Ha0,2,True,hd,False,1470000,719
g0P4j0l__rA,3,True,hd,False,24800,324
tlaJcXTEFWs,6,True,hd,False,6010000,4802
fw4R3BLMc3U,7,True,hd,False,7730000,5609
IVoZwY-fuFA,0,True,hd,False,939000,5590
n4fXmZTVdZg,28,True,hd,False,55400000,4376
Pa-64fUsyZU,3,True,hd,False,433000,1745
1d0Zf9sXlHk,2,True,hd,False,19100000,3158
D5LbWhfElgk,25,True,hd,False,1610000,674
oK1WRoRdyvE,7,True,hd,False,7360000,5508
prSxHZBY3CU,17,True,hd,False,25700000,1926
zyrJ0j7x9-4,32,True,hd,False,3320000,2831
3vPJ-12LxrM,10,True,hd,False,7380000,3133
n7CuyHF_0rY,0,True,hd,False,939000,5590
BV2FdDmGiW0,3,True,hd,False,51800000,4662
uVXcBBa9UNA,20,True,hd,False,7160000,5584
qU10OJTpCLk,4,True,hd,False,3890000,3656
8-LN9xU9lLQ,1,True,hd,False,370000,2629
CO72JNivnB4,5,True,hd,False,6740000,4541
7erD56xKJaM,8,True,hd,False,1420000,988
LsNg-KrFxCA,12,True,hd,False,8650000,5315
7d-t0cJ_HQ0,12,True,hd,False,2780000,2074
YbapBHMRIL0,14,True,hd,False,6130000,2627
SKQ5r3AoXKs,2,True,hd,False,8110000,1135
Cco7ONFKx28,3,True,hd,False,2660000,4223
saMLAFOuGjA,13,True,hd,False,19600000,2772
09JlQLSOWbI,31,True,hd,False,2950000,2522
oy_WmK07Ez0,20,True,hd,False,2890000,3441
m_Snp5WGJj0,9,True,hd,False,1650000,2971
7Q9LYzEUECc,6,True,hd,False,2230000,271
9vrqeH9StTA,18,True,hd,False,4760000,5475
vRFS0MYTC1I,6,True,hd,False,13100000,4207
5UmW4uDEIcs,27,True,hd,False,4050000,2551
XErqb6mKAhA,28,True,hd,False,3590000,5477
AHeYhilxOPc,10,True,hd,False,1180000,1945
svSum3qw0EI,3,True,hd,False,119000,254
aOijmBFnXYs,4,True,hd,False,2900000,1142
s7Rne3KEms8,6,True,hd,False,4650000,1655
FoSe_KAQEr8,0,True,hd,False,4160000,2850
j3zapgI1dx8,3,True,hd,False,714000,940
cUUtHs-V1Uw,13,True,hd,False,485000,1750
NLOp_6uPccQ,2,True,hd,False,9570000,5258
m3Y8e1d170Q,1,True,hd,False,20000000,4793
HFOK-RHimkw,15,True,hd,False,11500000,2440
EH1d49ETtE4,35,True,hd,False,402000,739
kyq1Qu5vA_I,3,True,hd,False,11000,1343
ALaTm6VzTBw,2,True,hd,False,4670000,3863
POhsRpnErqA,11,True,hd,False,109000000,3968
WbPLjRwh-JM,11,True,hd,False,668000,2476
1E_dafyt5eA,18,True,hd,False,1050000,3027
bOb5PN7S9qw,7,True,hd,False,7730000,5609
dGCSeyKL5dE,0,True,hd,False,58100000,1715
AnDhlrs3XVM,2,True,hd,False,45700,1625
-navJLrLOEQ,10,True,hd,False,4040000,1850
FvmrJbKbVWQ,5,True,hd,False,817000,4507
ApdKsliUHLk,7,True,hd,False,8610000,3936
6tV8yYKsBV4,2,True,hd,False,90600,5523
5hzU10CbWy8,11,True,hd,False,15200000,337
6t8mcSuA0sg,1,True,hd,False,3810000,5298
za7MnngOQ84,2,True,hd,False,1640000,1377
n50qwytMPlQ,9,True,hd,False,16200000,5588
